"severity","condition","published","Architecture","Title","Version","updated","Name","cve","detection_time","cvss2_score","cvss3_score","external_references"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35322 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35322","2023-09-10T01:29:46+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35322"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35322""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35321 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35321","2023-09-10T01:29:46+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35321"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35321""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35320 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35320","2023-09-10T01:29:46+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35320"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35320""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35319 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35319","2023-09-10T01:29:46+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35319"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35319""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35318 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35318","2023-09-10T01:29:46+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35318"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35318""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35317 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35317","2023-09-10T01:29:46+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35317"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35317""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35316 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35316","2023-09-10T01:29:46+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35316"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35316""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35315 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35315","2023-09-10T01:29:46+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35315"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35315""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35314 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35314","2023-09-10T01:29:46+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35314"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35314""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35313 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35313","2023-09-10T01:29:46+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35313"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35313""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35312 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35312","2023-09-10T01:29:46+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35312"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35312""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35310 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35310","2023-09-10T01:29:47+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35310"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35310""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35309 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35309","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35309"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35309""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35308 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35308","2023-09-10T01:29:47+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35308"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35308""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35306 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35306","2023-09-10T01:29:47+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35306"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35306""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35305 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35305","2023-09-10T01:29:47+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35305"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35305""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35304 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35304","2023-09-10T01:29:47+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35304"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35304""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35303 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35303","2023-09-10T01:29:47+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35303"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35303""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35302 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35302","2023-09-10T01:29:47+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35302"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35302""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35300 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35300","2023-09-10T01:29:47+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35300"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35300""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35299 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35299","2023-09-10T01:29:47+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35299"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35299""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35298 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35298","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35298"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35298""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35297 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35297","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35297"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35297""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-35296 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-35296","2023-09-10T01:29:47+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35296"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35296""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33174 affects Windows Server 2022","10.0.20348","2023-07-19","Windows Server 2022","CVE-2023-33174","2023-09-10T01:29:47+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33174"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33174""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33173 affects Windows Server 2022","10.0.20348","2023-07-19","Windows Server 2022","CVE-2023-33173","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33173"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33173""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33172 affects Windows Server 2022","10.0.20348","2023-07-18","Windows Server 2022","CVE-2023-33172","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33172"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33172""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33169 affects Windows Server 2022","10.0.20348","2023-07-19","Windows Server 2022","CVE-2023-33169","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33169"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33169""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33168 affects Windows Server 2022","10.0.20348","2023-07-19","Windows Server 2022","CVE-2023-33168","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33168"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33168""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33167 affects Windows Server 2022","10.0.20348","2023-07-19","Windows Server 2022","CVE-2023-33167","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33167"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33167""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33166 affects Windows Server 2022","10.0.20348","2023-07-18","Windows Server 2022","CVE-2023-33166","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33166"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33166""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33164 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-33164","2023-09-10T01:29:47+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33164"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33164""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33163 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-33163","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33163"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33163""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33155 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-33155","2023-09-10T01:29:47+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33155"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33155""]"
"Critical","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-33154 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-33154","2023-09-10T01:29:47+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33154"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33154""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32085 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-32085","2023-09-10T01:29:47+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32085"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32085""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32084 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-32084","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32084"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32084""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32083 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-32083","2023-09-10T01:29:47+00:00",0,4.9,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32083"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32083""]"
"Critical","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32057 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-32057","2023-09-10T01:29:47+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32057"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32057""]"
"Critical","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32056 affects Windows Server 2022","10.0.20348","2023-07-14","Windows Server 2022","CVE-2023-32056","2023-09-10T01:29:47+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32056"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32056""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32055 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32055","2023-09-10T01:29:47+00:00",0,6.7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32055"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32055""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32054 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32054","2023-09-10T01:29:47+00:00",0,7.3,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32054"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32054""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32053 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32053","2023-09-10T01:29:47+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32053"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32053""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32049 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32049","2023-09-10T01:29:47+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32049"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32049""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32046 affects Windows Server 2022","10.0.20348","2023-07-31","Windows Server 2022","CVE-2023-32046","2023-09-10T01:29:47+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32046"",""http://seclists.org/fulldisclosure/2023/Jul/43"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32046""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32045 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32045","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32045"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32045""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32044 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32044","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32044"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32044""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32043 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32043","2023-09-10T01:29:47+00:00",0,6.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32043"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32043""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32042 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32042","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32042"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32042""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32041 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32041","2023-09-10T01:29:47+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32041"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32041""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32040 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32040","2023-09-10T01:29:47+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32040"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32040""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32039 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32039","2023-09-10T01:29:47+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32039"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32039""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32038 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32038","2023-09-10T01:29:47+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32038"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32038""]"
"Medium","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32037 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32037","2023-09-10T01:29:47+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32037"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32037""]"
"High","KB5028171 patch is not installed","2023-07-11","x64","CVE-2023-32035 affects Windows Server 2022","10.0.20348","2023-07-13","Windows Server 2022","CVE-2023-32035","2023-09-10T01:29:47+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32035"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32035""]"
